x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.7138456702232361,0.6025422215461731,0.5086938142776489,0.43030017614364624,0.3520420491695404,0.5448116064071655,0.5273796916007996,0.5209444761276245,0.516870379447937,0.6312216520309448,0.6144473552703857,0.6095423102378845,0.605758011341095,0.7195588946342468,0.7005506753921509,0.688092827796936,0.6751153469085693,0.806463360786438,0.8138899207115173,0.810542106628418,0.8026449084281921,1.1434160470962524,1.1030877828598022,1.0038257837295532,0.9239991307258606,0.8676572442054749,0.8582509160041809,0.6404355764389038,0.5027427077293396,0.3959953188896179,0.8478769063949585,0.6057754755020142,0.44632449746131897,0.31538015604019165,0.8658900260925293,0.6254814863204956,0.48290151357650757,0.3634147047996521,0.8984413146972656,0.7326854467391968,0.6210085153579712,0.5190375447273254,palm
0.6930287480354309,0.5849363803863525,0.5001700520515442,0.4399043023586273,0.36878591775894165,0.5585196614265442,0.5376594662666321,0.5272815227508545,0.524420976638794,0.6425547003746033,0.6237375736236572,0.6140444278717041,0.6075286865234375,0.7245323657989502,0.6998810172080994,0.6847800612449646,0.672694206237793,0.8070393800735474,0.8045015335083008,0.800544023513794,0.7943549752235413,1.1384086608886719,1.1019481420516968,0.981158971786499,0.8638719320297241,0.7702624201774597,0.7727795243263245,0.5666477680206299,0.4355546832084656,0.3302273154258728,0.7546600699424744,0.5276623368263245,0.3817867636680603,0.2634020447731018,0.775031566619873,0.556340217590332,0.422078013420105,0.305449903011322,0.8196672201156616,0.6577361822128296,0.5474337339401245,0.4475473165512085,palm
0.7071964740753174,0.5918001532554626,0.5067550539970398,0.4500308334827423,0.3785977363586426,0.5648829936981201,0.5427408218383789,0.533920407295227,0.5331647992134094,0.6461949944496155,0.6232864856719971,0.61396723985672,0.6095277667045593,0.7282382249832153,0.7038764357566833,0.6900993585586548,0.6797358989715576,0.8143841028213501,0.8101549744606018,0.8032333850860596,0.7948482036590576,1.1615115404129028,1.115598201751709,0.983101487159729,0.8574726581573486,0.7584402561187744,0.7716126441955566,0.5539778470993042,0.42369598150253296,0.31509384512901306,0.7542410492897034,0.5163885354995728,0.366638720035553,0.242925226688385,0.7737638354301453,0.5464536547660828,0.4114324748516083,0.29639530181884766,0.8175877332687378,0.6497412323951721,0.5409196019172668,0.4418684244155884,palm
0.7092490196228027,0.5961446762084961,0.5123304128646851,0.4556715488433838,0.38641804456710815,0.5746757388114929,0.5543199181556702,0.545878529548645,0.5443149209022522,0.6532170176506042,0.6305227875709534,0.6224219799041748,0.618428111076355,0.731942892074585,0.7069966197013855,0.6936585307121277,0.6827493906021118,0.8172053694725037,0.8137872815132141,0.8087325692176819,0.8024678230285645,1.1828550100326538,1.1234619617462158,0.9845659732818604,0.8537182807922363,0.7519181370735168,0.7673990726470947,0.5519661903381348,0.4210602939128876,0.3103965222835541,0.7465220093727112,0.512480616569519,0.3660050332546234,0.2443552017211914,0.7640349864959717,0.5404200553894043,0.4069131910800934,0.29369693994522095,0.8078664541244507,0.6379140019416809,0.5280953645706177,0.4287194609642029,palm
0.7142641544342041,0.6012377738952637,0.520332932472229,0.4656578004360199,0.39587146043777466,0.5786234736442566,0.5616898536682129,0.5541008114814758,0.5524452924728394,0.6553933620452881,0.6329713463783264,0.6246364116668701,0.6194579601287842,0.7335249185562134,0.7113476395606995,0.7012391090393066,0.6912155151367188,0.8194140195846558,0.8177717924118042,0.815153956413269,0.8094397187232971,1.1840777397155762,1.1247317790985107,0.9870872497558594,0.8540310859680176,0.7475283741950989,0.7605865001678467,0.5397236347198486,0.40856102108955383,0.29665276408195496,0.7404971122741699,0.5051870346069336,0.3606932461261749,0.23849743604660034,0.7571759819984436,0.5303447246551514,0.3979359567165375,0.28140944242477417,0.80008465051651,0.6311954259872437,0.5238138437271118,0.42454102635383606,palm
0.7151756286621094,0.6035962700843811,0.5259882211685181,0.4739750027656555,0.40651601552963257,0.5866847038269043,0.5743666887283325,0.566713809967041,0.5633049607276917,0.6628237962722778,0.6434146761894226,0.6348826289176941,0.6289517879486084,0.7397915720939636,0.7188180088996887,0.7081375122070312,0.6977635025978088,0.8249263167381287,0.8236283659934998,0.8210106492042542,0.816125750541687,1.187137246131897,1.1217151880264282,0.9832397699356079,0.8489990234375,0.7395772337913513,0.7523459196090698,0.5312497615814209,0.40049514174461365,0.2884060740470886,0.7351281046867371,0.49876201152801514,0.3544796109199524,0.2324514389038086,0.7542997598648071,0.5263770818710327,0.39323726296424866,0.2767344117164612,0.7994859218597412,0.6297152042388916,0.5217849016189575,0.42256584763526917,palm
0.729770839214325,0.6124151945114136,0.5326955914497375,0.47895461320877075,0.4093851149082184,0.5895763635635376,0.5736701488494873,0.5663965940475464,0.563648521900177,0.6660884618759155,0.6431722640991211,0.6353192329406738,0.6308299899101257,0.7439717054367065,0.7197725772857666,0.7094826102256775,0.7000944018363953,0.8305701017379761,0.8274810910224915,0.8253379464149475,0.821831226348877,1.193288803100586,1.1255744695663452,0.9830020666122437,0.847560465335846,0.739561140537262,0.7524844408035278,0.5276148319244385,0.39437663555145264,0.2823846638202667,0.7361814975738525,0.49586814641952515,0.3489619493484497,0.22615164518356323,0.7550389766693115,0.5253914594650269,0.3914942145347595,0.27582794427871704,0.7987209558486938,0.627771258354187,0.520961582660675,0.42311611771583557,palm
0.7315176725387573,0.6139556765556335,0.5347011089324951,0.48537254333496094,0.4216693937778473,0.5961886644363403,0.5829082131385803,0.5737028121948242,0.5679526329040527,0.6731880307197571,0.6529331803321838,0.6444395780563354,0.638485312461853,0.7499154210090637,0.7282269597053528,0.7175152897834778,0.7062250971794128,0.8346412777900696,0.8330801129341125,0.8304125070571899,0.8259073495864868,1.2105318307876587,1.1395397186279297,0.9902188181877136,0.8470675945281982,0.7315844893455505,0.7541468143463135,0.5354441404342651,0.40484192967414856,0.2931268811225891,0.7344316244125366,0.4987912178039551,0.35341814160346985,0.23251748085021973,0.7532087564468384,0.525459885597229,0.39049607515335083,0.2741161584854126,0.7995745539665222,0.6310791969299316,0.5235069990158081,0.4255349040031433,palm
0.7285361289978027,0.6166359186172485,0.537560760974884,0.49007049202919006,0.4264080226421356,0.5955052375793457,0.5788334608078003,0.5699979662895203,0.5662252902984619,0.6721048951148987,0.6475939154624939,0.6383412480354309,0.6333341002464294,0.7492908835411072,0.7255050539970398,0.7158411145210266,0.7066937685012817,0.8345754146575928,0.8322868943214417,0.8296595811843872,0.825563907623291,1.2109534740447998,1.1409467458724976,0.9885283708572388,0.8450853824615479,0.7296279072761536,0.7538516521453857,0.5345010161399841,0.4047669768333435,0.2933281362056732,0.7353823184967041,0.5007191896438599,0.3567333519458771,0.2342395782470703,0.7542648911476135,0.5266342163085938,0.3916543126106262,0.27349454164505005,0.8002966642379761,0.6322786808013916,0.5246431827545166,0.42538517713546753,palm
0.7324261665344238,0.6192893981933594,0.5388691425323486,0.49425747990608215,0.4319661259651184,0.593380331993103,0.5751413106918335,0.5666900873184204,0.5639611482620239,0.6709077954292297,0.644756555557251,0.6363977789878845,0.6329658627510071,0.7488908171653748,0.7257310152053833,0.7177264094352722,0.7102571129798889,0.8343899250030518,0.8319005966186523,0.8295264840126038,0.8257111310958862,1.2128647565841675,1.1457295417785645,0.9923397302627563,0.8464698195457458,0.7272985577583313,0.7560704946517944,0.5348416566848755,0.40406525135040283,0.2921629548072815,0.7361992597579956,0.5001417398452759,0.3571602702140808,0.23594516515731812,0.7545265555381775,0.5254184007644653,0.39144089818000793,0.27342289686203003,0.80073082447052,0.6316878199577332,0.5226490497589111,0.4213404357433319,palm
